data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
6708224,368,IRQ22577,22577,"19 December 2019",2019,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Iraq (2018-)",,1,"Islamic State (Iraq)",,2,12,"Middle East",Iraq,Diyala,Khanaqin,,"Lake Hamrin",34.2385,44.992,2,"Al Maloomah",National,"On Dec 19, Iraqi airstrikes targeted IS hideouts near Hamrin lake killing an IS senior leader and his two companions.",3,1578503874,IRQ
6713600,466,MLI3350,3350,"19 December 2019",2019,1,Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims","Katiba Macina",2,"Bi Communal Militia (Mali)",,4,24,"Western Africa",Mali,Mopti,Koro,Koro,Bi,13.9236,-2.9125,1,"Koro Kibaru","New media","On 19 December 2019, presumed Katiba Macina (JNIM) militants attacked the village of Bi, village self-defense repelled the attack, no casualties reported.",0,1578512391,MLI
6715136,356,IND68217,68217,"19 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)",,6,,,0,60,"Southern Asia",India,Bihar,Darbhanga,Darbhanga,Laheriasarai,26.1193,85.9049,2,"Hindustan Times",National,"On 19 December, residents held a dharna on the tracks near Laheriasarai station (Darbhanga, Bihar) in protest against the Citizenship (Amendment) Act, 2019 (CAA). [size=no report]",0,1578514388,IND
6715648,356,IND68207,68207,"19 December 2019",2019,1,Protests,"Protest with intervention","Protesters (India)","TJS: Telangana Jana Samithi; Students (India); CPI(M): Communist Party of India (Marxist); CPI: Communist Party of India",6,"Police Forces of India (2014-)",,1,16,"Southern Asia",India,Telangana,Hyderabad,Hyderabad,Hyderabad,17.384,78.4563,1,"The Hindu",National,"On December 19, Telangana Jana Samiti (TJS), leaders of Left parties including CPI and CPI(M), students and youth organisations tried to take out a rally in Hyderabad city (Hyderabad, Telangana), against the Citizenship (Amendment) Act, 2019 (CAA) and the National Register of Citizens (NRC). They were stopped by police and arrested. [size=no report]",0,1578514389,IND
6714369,356,IND68266,68266,"19 December 2019",2019,1,Riots,"Violent demonstration","Rioters (India)",,5,"Police Forces of India (2014-)",,1,15,"Southern Asia",India,"Uttar Pradesh",Sambhal,Sambhal,Sambhal,28.5849,78.5695,1,"Amar Ujala",Subnational,"On Dec 19, large numbers of people participated in violent demonstrations in Sambhal (UP) over the Citizenship (Amendment) Act, 2019 (CAA) and 2 buses were set on fire. Aerial firing took place as police intervened and around 4 people were injured. [size=large numbers]",0,1578514386,IND
6715137,356,IND68195,68195,"19 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)",,6,,,0,60,"Southern Asia",India,Jharkhand,Latehar,Chandwa,Chandwa,23.6756,84.7401,1,"Hindustan Times",National,"On 19 December, a large number of citizens staged a protest in Chandwa (Latehar, Jharkhand) against the Citizenship (Amendment) Act, 2019 (CAA) and National Register of Citizens (NRC). [size=large]",0,1578514388,IND
6714370,356,IND68269,68269,"19 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","CPI(M): Communist Party of India (Marxist)",6,,,0,60,"Southern Asia",India,Uttarakhand,Nainital,Haldwani,Haldwani,29.2225,79.5286,1,"Amar Ujala",National,"On Dec 19, a one day sit-in was held by members of CPI (M) over the Citizenship (Amendment) Act, 2019 (CAA) in Haldwani (Uttarakhand). [size=no report]",0,1578514386,IND
6715138,356,IND68236,68236,"19 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Students (India); ABVP: Akhil Bharatiya Vidyarthi Parishad",6,,,0,60,"Southern Asia",India,Maharashtra,Pune,Pune,Pune,18.5195,73.8553,1,"Hindustan Times",National,"On 19 December, at least 500 students, organized by Akhil Bharatiya Vidyarthi Parishad (ABVP) held a protest in the Savitribai Phule Pune University (SPPU) campus (Pune, Maharashtra) against the Citizenship (Amendment) Act, 2019 (CAA) and the National Register of Citizens (NRC). At least 200 Assamese also organized a protest on Jungli Maharaj road for the same reason. [size=at least 700]",0,1578514388,IND
6716674,760,SYR72990,72990,"19 December 2019",2019,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-) Syrian Arab Air Force",,1,,,0,10,"Middle East",Syria,Idleb,Ariha,Ehsem,Bara,35.686,36.5424,1,SOHR,Other,"On 19 December 2019, regime warplanes carried out airstrikes on the outskirts of Bara in Idleb with neither fatalities nor injuries reported.",0,1578515227,SYR
6708995,422,LBN3048,3048,"19 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Lebanon)",,6,,,0,60,"Middle East",Lebanon,"Mount Lebanon",Chouf,,Barja,33.6497,35.4428,1,"Murr TV",National,"On December 19 2019, On day 64 of the anti-government demonstrations, demonstrators blocked the Barja highway in both directions. [size=no report]",0,1578503876,LBN
6716675,760,SYR72991,72991,"19 December 2019",2019,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-) Syrian Arab Air Force","Military Forces of Russia (2000-)",1,,,0,10,"Middle East",Syria,Idleb,"Al Ma'ra","Ma'arrat An Nu'man","Maar Shurin",35.6662,36.7263,1,SOHR,Other,"On 19 December 2019, Russian warplanes carried out airstrikes on Maar Shurin in Idleb amid regime barrel bomb deployment with neither fatalities nor injuries reported.",0,1578515227,SYR
6708996,422,LBN3051,3051,"19 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Lebanon)","Health Workers (Lebanon); Labour Group (Lebanon)",6,,,0,60,"Middle East",Lebanon,South,Saida,,Sidon,33.5599,35.3756,1,"Murr TV",National,"On December 19 2019, Dozens of employees and workers of the governmental hospital in Sidon held a sit-in outside the Banque du Liban branch in the City, to demonstrated against the governments failure to pay hospital dues such as salaries and the cost of basic medical supplies. [size=dozens]",0,1578503876,LBN
6715140,356,IND68231,68231,"19 December 2019",2019,1,Riots,"Violent demonstration","Rioters (India)","JAP: Jan Adhikar Party",5,,,0,50,"Southern Asia",India,Bihar,Patna,Patna,Patna,25.5941,85.1356,1,"Hindustan Times",National,"On 19 December, members of Jan Adhikar Party (JAP) blocked the Dak Bungalow crossing in Patna (Patna, Bihar) by burning tires, discontent with the Citizenship (Amendment) Act, 2019 (CAA), National Register for Citizens (NRC), and rise in the incidents of crime against women in the state. [size=no report]",0,1578514388,IND
6716164,760,SYR73100,73100,"19 December 2019",2019,1,Battles,"Armed clash","Military Forces of Syria (2000-)","Military Forces of Syria (2000-) Syrian Arab Air Force; Militia (Pro-Government)",1,"Opposition Rebels (Syria)","Islamist Militia (Syria)",2,12,"Middle East",Syria,Idleb,"Al Ma'ra",Tamanaah,"Um Jalal",35.5033,36.7868,2,"Liveuamap; SOHR","Local partner-New media","On 19 December 2019, clashes between regime and pro-regime militia forces took place against opposition and Islamist factions in Um Jalal area in Idleb amid regime aerial support. No advances were reported. Neither fatalities nor injuries were reported.",0,1578515226,SYR
6716676,760,SYR72993,72993,"19 December 2019",2019,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-) Syrian Arab Air Force","Military Forces of Russia (2000-)",1,,,0,10,"Middle East",Syria,Idleb,"Al Ma'ra",Tamanaah,Breiseh,35.5397,36.8409,1,SOHR,Other,"On 19 December 2019, Syrian and Russian warplanes carried out airstrikes on Breiseh in Idleb with neither fatalities nor injuries reported.",0,1578515227,SYR
6715141,356,IND68190,68190,"19 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)",,6,,,0,60,"Southern Asia",India,Bihar,Bhagalpur,Bhagalpur,Bhagalpur,25.2427,86.9856,2,"Hindustan Times",National,"On 19 December, residents held a protest in Bhagalpur district (Bihar) against the Citizenship (Amendment) Act, 2019 (CAA), leading to disruptions in the rail and road traffic. [size=no report]",0,1578514388,IND
6713862,729,SUD13519,13519,"19 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Sudan)",,6,,,0,60,"Northern Africa",Sudan,Northern,Dongola,,Dongola,19.1842,30.4743,2,"Radio Dabanga",National,"On 19 December 2019, demonstrators marched at an unspecified location in Northern state (presumed to be Dongola, and coded as such), to commemorate the uprising that began in December 2018, calling for the goals of the revolution to be fulfilled, and justice for those killed in the course of the uprising. [size=no report]",0,1578512392,SDN
6714118,706,SOM30122,30122,"19 December 2019",2019,1,Battles,"Armed clash","Jejele Clan Militia (Somalia)",,4,"Al Shabaab",,2,24,"Eastern Africa",Somalia,Hiraan,"Belet Weyne",,"Belet Weyne",4.736,45.2043,2,"Undisclosed Source","Local partner-Other","19 December 2019. In Baadia Keen (coded to Belet Weyne at geoprecision 2), a Jejele clan militia clashed with Al Shabaab militants. Injuries were reported.",0,1578512393,SOM
6714119,706,SOM30123,30123,"19 December 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"Al Shabaab",,2,22,"Eastern Africa",Somalia,"Middle Shabelle",Cadale,,"Cali Gaudud",3.1939,46.4446,1,"Undisclosed Source","Local partner-Other","19 December 2019. In Cali Gaudud, an Al Shabaab militant killed another Al Shabaab militant. Motive unknown.",1,1578512393,SOM
6714376,356,IND68260,68260,"19 December 2019",2019,1,Protests,"Protest with intervention","Protesters (India)","SP: Samajwadi Party",6,"Police Forces of India (2014-)",,1,16,"Southern Asia",India,"Uttar Pradesh",Allahabad,Allahabad,Allahabad,25.4447,81.8432,1,"Amar Ujala",Subnational,"On Dec 19, police intervened in protests held by SP over the Citizenship (Amendment) Act, 2019 (CAA) in Allahabad (UP). [size=no report]",0,1578514386,IND
6760969,887,YEM45603,45603,"19 December 2019",2019,3,"Strategic developments","Change to group/activity","Operation Restoring Hope","Military Forces of United Arab Emirates (2004-)",8,,,0,80,"Middle East",Yemen,Hadramawt,"Al Mukalla City",,"Al Mukalla",14.5425,49.1242,1,"Al Midan Al Yemeni; Yemen Data Project","Local partner-National","On 25 December 2019, reports emerged that during the past few weeks, UAE forces sent arms shipments to Balhaf (Rudum, Shabwah) and Al-Mukalla (Hadramawt) ports in southern Yemen, in addition to Al-'Alam desert camp (Jardan, Shabwah).",0,1580153672,YEM
6760970,887,YEM45606,45606,"19 December 2019",2019,3,"Strategic developments","Change to group/activity","Operation Restoring Hope","Military Forces of United Arab Emirates (2004-)",8,,,0,80,"Middle East",Yemen,Shabwah,Jardan,,"Al Alam Military Camp",14.9403,46.6711,1,"Yemen Data Project; Al Midan Al Yemeni","Local partner-National","On 25 December 2019, reports emerged that during the past few weeks, UAE forces sent arms shipments to Balhaf (Rudum, Shabwah) and Al-Mukalla (Hadramawt) ports in southern Yemen, in addition to Al-'Alam desert camp (Jardan, Shabwah).",0,1580153672,YEM
6714122,706,SOM30126,30126,"19 December 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,"Buulo Folyo",2.1636,45.1105,1,"Undisclosed Source","Local partner-Other","19 December 2019. In Buulo Folyo, Somali military forces were attacked by Al Shabaab militants. No fatalities reported.",0,1578512393,SOM
6715146,356,IND68232,68232,"19 December 2019",2019,1,Protests,"Protest with intervention","Protesters (India)","AISF: All India Students Federation; AISA: All India Students Association; Students (India)",6,"Police Forces of India (2014-) Railway Protection Force",,1,16,"Southern Asia",India,Bihar,Patna,Patna,Patna,25.5941,85.1356,1,"Hindustan Times",National,"On 19 December, AISF (All India Students Federation) and the AISA (All India Students Association) stormed the Rajendra Nagar Terminal and squatted on the tracks disrupting the movement of trains in Patna (Patna Bihar) in protest against the Citizenship (Amendment) Act, 2019 (CAA), before they were dispersed by Railway Protection Force. [size=no report]",0,1578514388,IND
6760971,887,YEM45608,45608,"19 December 2019",2019,3,"Strategic developments","Change to group/activity","Operation Restoring Hope","Military Forces of United Arab Emirates (2004-)",8,,,0,80,"Middle East",Yemen,Shabwah,Rudum,,Balhaf,13.9667,48.1833,1,"Al Midan Al Yemeni; Yemen Data Project","Local partner-National","On 25 December 2019, reports emerged that during the past few weeks, UAE forces sent arms shipments to Balhaf (Rudum, Shabwah) and Al-Mukalla (Hadramawt) ports in southern Yemen, in addition to Al-'Alam desert camp (Jardan, Shabwah).",0,1580153672,YEM
6715659,356,IND68202,68202,"19 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)",,6,,,0,60,"Southern Asia",India,"Tamil Nadu",Erode,Erode,Erode,11.3428,77.7274,1,"The Hindu",National,"On December 19, members of various democratic organisations staged a demonstration at Veerappanchatiram area in Erode city (Erode, TN), against the Citizenship (Amendment) Act, 2019 (CAA). [size=no report]",0,1578514389,IND
6714636,356,IND68285,68285,"19 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India); Students (India)",6,,,0,60,"Southern Asia",India,Chandigarh,Chandigarh,Chandigarh,Chandigarh,30.7362,76.7884,1,"Chandigarh Tribune",Subnational,"On Dec 19, protests were held by activists, farmers and students in Chandigarh, opposing government decision to hand over village panchayat lands to industrial houses. [size=no report]",0,1578514387,IND
6709006,422,LBN3047,3047,"19 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Lebanon)",,6,,,0,60,"Middle East",Lebanon,South,Saida,,Sidon,33.5599,35.3756,1,"Murr TV",National,"On December 19 2019, On day 64 of the anti-government demonstrations, marches set out in Sidon City, rejecting Hassan Diab as the new PM. Demonstrators blocked the Eila intersection. [size=no report]",0,1578503876,LBN
6712334,764,THA7478,7478,"19 December 2019",2019,1,Riots,"Violent demonstration","Rioters (Thailand)","Buddhist Group (Thailand)",5,"Police Forces of Thailand (2014-)",,1,15,"South-Eastern Asia",Thailand,Phichit,"Pho Thale",,"Bang Khlan",16.0029,100.2749,1,"Kom Chad Luek",National,"On 19 December 2019, authorities were prevented from entering a temple in tambon Bang Khlan, Pho Thale district of Phichit, Thailand, by a group of demonstrators throwing objects at the officers who attempted to inspect the temple's documentation after an accusation of fraud of the former abbot. [size=no report]",0,1578511386,THA
6715662,356,IND68219,68219,"19 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","DYFI: Democratic Youth Federation of India; Students (India); SDPI: Social Democratic Party of India; Lawyers (India)",6,,,0,60,"Southern Asia",India,"Tamil Nadu",Madurai,Madurai,Madurai,9.9174,78.1196,1,"The Hindu",National,"On December 19, Social Democratic Party of India, Democratic Youth Federation of India and lawyers held a protest in Madurai city (Madurai, TN), against the Citizenship (Amendment) Act, 2019 (CAA) and National Register of Citizens. [size=no report]",0,1578514389,IND
6713359,800,UGA5773,5773,"19 December 2019",2019,1,Battles,"Armed clash","Military Forces of Uganda (1986-)",,1,"Matheniko Ethnic Militia (Uganda)",,4,14,"Eastern Africa",Uganda,Kotido,"Kotido Municipality","Kapadakook Division",Kotido,2.9806,34.1331,2,"Daily Monitor (Uganda)",National,"On 19 December 2019, UPDF ambushed suspected Matheniko raiders at an unspecified location in Kotido district (coordinates for Kotido town used at geoprec2), killing three and capturing one.",3,1578512391,UGA
6709265,8,ALB601,601,"19 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Albania)","Students (Albania)",6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,"Albanian Daily News; Exit Albania",National,"On 19 December, around 20 members of Resistenza Rinore, a student youth group, protested outside Prime Minister Edi Rama's office against the 'anti-defamation package' passed by Parliament last night. They placed television sets on the ground and handcuffs on the screens and labels with the word 'fine' on them, in reference to the large financial penalties that can be imposed on journalists and online media portals. [size=no report]",0,1578510533,ALB
6715666,356,IND68196,68196,"19 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Students (India); SFI: Students Federation of India; Muslim Group (India); Lawyers (India)",6,,,0,60,"Southern Asia",India,"Tamil Nadu",Chennai,Chennai,Chennai,13.0878,80.2784,1,"The Hindu",National,"On December 19, student activists led by SFI, Muslim out fits, lawyers and civil society groups gathered at Valluvar Kottam in Chennai city (Chennai, TN) and protested against the Citizenship (Amendment) Act, 2019 (CAA). [size=no report]",0,1578514389,IND
6716434,760,SYR73677,73677,"19 December 2019",2019,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Turkey (2016-)",,8,,,0,80,"Middle East",Syria,Aleppo,Afrin,Afrin,"Shawarighat al Arz",36.5269,36.9966,1,Liveuamap,"Local partner-New media","On 19 December 2019, Turkish forces shelled Shawarighat al Arz and Qalat Shawarighat al Arz in Aleppo using artillery fire with neither fatalities nor injuries reported.",0,1578515226,SYR
6716947,760,SYR73699,73699,"19 December 2019",2019,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Opposition Rebels (Syria)",,2,"Military Forces of Syria (2000-)",,1,12,"Middle East",Syria,Hama,As-Suqaylabiyah,"Madiq Castle","Al Aziziyeh",35.5214,36.3229,1,SOHR,Other,"On 19 December 2019, opposition rebels shelled regime positions in al Aziziyeh in Hama using rocket fire with neither fatalities nor injuries reported.",0,1578515228,SYR
6709268,100,BGR785,785,"19 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Bulgaria)",,6,,,0,60,Europe,Bulgaria,Pernik,Pernik,,Pernik,42.6,23.0333,1,"Mediapool; Dnevnik; Sega",National,"On 19 December, hundreds of residents blocked intersections in Pernik and at the exit of the town in protest against the lack of water supply in their town and demanded the resignation of two ministers from the Ministry of Environment and Water. [size=hundreds]",0,1578510533,BGR
6709269,100,BGR787,787,"19 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Bulgaria)",,6,,,0,60,Europe,Bulgaria,"Sofia City",Sofia,,Sofia,42.6974,23.3212,1,"Fakti.bg; Dnes.bg; Frognews",National,"On 19 December, residents of the Krasna Polyana neighborhood of Sofia held a protest in front of the Sofia Municipality against air pollution and demanded air monitoring equipment to be installed. [size=no report]",0,1578510533,BGR
6714389,356,IND68261,68261,"19 December 2019",2019,1,Protests,"Protest with intervention","Protesters (India)","SP: Samajwadi Party",6,"Police Forces of India (2014-)",,1,16,"Southern Asia",India,"Uttar Pradesh",Bijnor,Najibabad,Jalalabad,29.5966,78.3176,1,"Amar Ujala",Subnational,"On Dec 19, protests were held by members of SP over the Citizenship (Amendment) Act, 2019 (CAA) in Jalalabad town near Bjinor (UP). Police arrested protesters. [size=no report]",0,1578514386,IND
6714645,356,IND68279,68279,"19 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India); Students (India); Labour Group (India)",6,,,0,60,"Southern Asia",India,Punjab,Faridkot,Faridkot,Faridkot,30.6739,74.7557,1,"Chandigarh Tribune",Subnational,"On Dec 19, protests were held in Faridkot, by members of various farmer, labour unions and the Punjab Students Union (PSU) demanding the arrest of the head of department at Guru Gobind Singh Medical College for sexual harassment. [size=no report]",0,1578514387,IND
6714647,356,IND68282,68282,"19 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Labour Group (India)",6,,,0,60,"Southern Asia",India,Haryana,Panchkula,Panchkula,Panchkula,30.6946,76.8504,1,"Chandigarh Tribune",Subnational,"On Dec 19, protests were held in Panchkula (Punjab) by street vendors previously removed from many markets demanding sites be allotted to them. [size=no report]",0,1578514387,IND
6708506,422,LBN3038,3038,"19 December 2019",2019,1,Riots,"Violent demonstration","Rioters (Lebanon)",,5,,,0,50,"Middle East",Lebanon,North,Tripoli,,Tripoli,34.4367,35.8497,1,"AlManar TV",National,"On December 19 2019, On day 64 of the anti-government demonstrations, rioters blocked the road between the Gemayzat and Al-Manla stores, in the middle of Riyadh Al-Solh Street in Tripoli City with burning tyres and garbage containers. [size=no report]",0,1578503874,LBN
6715162,356,IND68204,68204,"19 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)",,6,,,0,60,"Southern Asia",India,Karnataka,Kalaburagi,Gulbarga,Gulbarga,17.3358,76.8375,1,"Indian Express",National,"On December 19, protests were held in Gulbarga city (Kalaburagi, Karnataka), against the Citizenship (Amendment) Act, 2019 (CAA). [size=no report]",0,1578514388,IND
6722842,760,SYR74123,74123,"19 December 2019",2019,1,"Violence against civilians",Attack,"Military Forces of Syria (2000-)",,1,"Civilians (Syria)","Farmers (Syria)",7,17,"Middle East",Syria,Idleb,"Al Ma'ra","Ma'arrat An Nu'man",Halbeh,35.5688,36.7827,2,SNHR,"Local partner-Other","On 19 December 2019, regime forces shot and killed a shepherd days after his arrest in Halbeh area following regime advances. The victim's money was stolen by regime soldiers.",1,1579553525,SYR
6709787,804,UKR30558,30558,"19 December 2019",2019,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Luhansk People's Militia",2,12,Europe,Ukraine,Luhansk,Popasniansky,,Donetskyi,48.6963,38.6738,2,"LPR People's Militia Press Service",Other,"On 19 December, the Ukrainian Forces fired IFVs at the positions of the Luhansk People's Militia in the area of Donetskyi, Luhansk.",0,1578510534,UKR
6715163,356,IND68249,68249,"19 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)",,6,,,0,60,"Southern Asia",India,Karnataka,Udupi,Udupi,Udupi,13.3346,74.7461,1,"Indian Express",National,"On December 19, protests were held in Udupi city (Udupi, Karnataka), against the Citizenship (Amendment) Act, 2019 (CAA). [size=no report]",0,1578514388,IND
6708508,422,LBN3037,3037,"19 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Lebanon)",,6,,,0,60,"Middle East",Lebanon,North,Tripoli,,Bohssas,34.417,35.8266,1,"AlManar TV",National,"On December 19 2019, On day 64 of the anti-government demonstrations, demonstrators blocked a road in Bohssas. [size=no report]",0,1578503874,LBN
6709278,112,BLR300,300,"19 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Belarus)","BSDP-PA: Belarusian Social Democratic Party-People's Assembly; Anarchist Group (Belarus)",6,,,0,60,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Maskouski,53.8705,27.4894,1,"TUT.BY; Nasha Niva; Svaboda.org",National,"On 19 December, several BSDP-PA members and anarchists held a solidarity rally outside the Saint Simon and Helen Church in Minsk, demanding freedom to political prisoners. [size=several]",0,1578510533,BLR
6713374,710,SAF12059,12059,"19 December 2019",2019,1,Riots,"Violent demonstration","Rioters (South Africa)",,5,,,0,50,"Southern Africa","South Africa",North-West,"Bojanala Platinum",Rustenburg,Rustenburg,-25.6667,27.25,2,"Daily Sun (South Africa)",National,"On 19 December 2019, demonstrators barricaded roads in Boitekong, near Rustenburg, with burning tyres over service delivery issues. [size=no report].",0,1578512391,ZAF
6715166,356,IND68245,68245,"19 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)",,6,,,0,60,"Southern Asia",India,Karnataka,"Uttara Kannada",Sirsi,Sirsi,14.6207,74.8355,1,"Indian Express",National,"On December 19, protests were held in Sirsi city (Uttara Kannada, Karnataka), against the Citizenship (Amendment) Act, 2019 (CAA). [size=no report]",0,1578514388,IND
6715423,356,IND68300,68300,"19 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","CPI: Communist Party of India; Labour Group (India)",6,,,0,60,"Southern Asia",India,Assam,Lakhimpur,"North Lakhimpur","North Lakhimpur",27.2351,94.1035,1,"Sentinel (India)",Subnational,"On 19 December, members of Lakhimpur District Council of Communist Party of India (CPI) including Chah Majdoor Sangha took out a mass protest rally in North Lakhimpur town (Lakhimpur district, Assam) demanding the scrapping of the Citizenship (Amendment) Act, 2019 (CAA). [size=no report]",0,1578514389,IND
6716191,760,SYR73241,73241,"19 December 2019",2019,1,"Violence against civilians",Attack,"Unidentified Armed Group (Syria)",,3,"Civilians (Syria)","Hajin Communal Group (Syria)",7,37,"Middle East",Syria,Deir-ez-Zor,"Al Mayadin",Thiban,Al-Hawayij,35.0574,40.4924,1,"Liveuamap; SOHR","Local partner-New media","On 19 December 2019, IS gunmen assassinated a member of Hajin civil council in al-Hawayij in Deir-ez-Zor.",1,1578515226,SYR
6714144,706,SOM30120,30120,"19 December 2019",2019,1,Battles,"Armed clash","Unidentified Armed Group (Somalia)",,3,"Military Forces of Somalia (2017-)",,1,13,"Eastern Africa",Somalia,"Lower Juba",Afmadow,,Afmadow,0.5172,42.071,1,"Undisclosed Source","Local partner-Other","19 December 2019. In Afmadow, a hand grenade was hurled targeting the base of the Somali military forces but landed in an empty space. The military reacted with a gunfire. No fatalities were reported.",0,1578512393,SOM
6708513,422,LBN3039,3039,"19 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Lebanon)",,6,,,0,60,"Middle East",Lebanon,"Mount Lebanon",Baabda,,"Dahr el Baidar",33.8094,35.7664,1,"AlManar TV",National,"On December 19 2019, On day 64 of the anti-government demonstrations, demonstrators blocked the main road in Dahr el Baydar. [size=no report]",0,1578503874,LBN
6715681,356,IND68182,68182,"19 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Lawyers (India)",6,,,0,60,"Southern Asia",India,"Andhra Pradesh",Guntur,Amaravati,Amaravati,16.5752,80.358,1,"The Hindu",National,"On December 19, lawyers and activists of various human rights organisations staged a demonstration outside the court at Nelapadu area in Amaravati city (Guntur, AP), against the Citizenship (Amendment) Act, 2019 (CAA) and National Register of Citizens (NRC). [size=no report]",0,1578514389,IND
6713634,180,DRC16272,16272,"19 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Democratic Republic of Congo)",,6,,,0,60,"Middle Africa","Democratic Republic of Congo",Sud-Kivu,Bukavu,Bukavu,Bukavu,-2.5,28.8667,1,"La Prunelle",Subnational,"On 19 December 2019, people protested in Bukavu against the recent killings and landslides that took place in South Kivu in general and particularly in Bukavu.[Size=unreported].",0,1578512391,COD
6714659,356,IND68257,68257,"19 December 2019",2019,1,Battles,"Armed clash","Military Forces of India (2014-)","Police Forces of India (2014-) Border Security Force",1,"Military Forces of Pakistan (2018-)",,8,18,"Southern Asia",India,"Jammu and Kashmir",Poonch,Mendhar,Mankote,33.6233,74.0561,2,"Daily Excelsior",Subnational,"On 19 Dec, Indian and Pakistan military forces exchanged fire across the LoC in Mankote sector area (Poonch district, J&K).",0,1578514387,IND
6715683,356,IND68199,68199,"19 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Students (India)",6,,,0,60,"Southern Asia",India,"Tamil Nadu",Coimbatore,Coimbatore,Coimbatore,11.0055,76.9661,1,"The Hindu",National,"On December 19, about 90 college students of Government Law College and Bishop Appasamy College held a protest in Coimbatore city (Coimbatore, TN), against the Citizenship (Amendment) Act, 2019 (CAA). [size=about 90]",0,1578514389,IND
6716708,760,SYR73196,73196,"19 December 2019",2019,2,"Strategic developments",Arrests,"Military Forces of Syria (2000-)",,1,"Civilians (Syria)","Refugees/IDPs (Syria)",7,17,"Middle East",Syria,Damascus,Damascus,Damascus,Damascus,33.5172,36.2767,2,SOHR,Other,"Arrests: As reported on 27 December 2019, regime intelligence arrested over the past week several civilians in Hujayra south of Damascus who had just returned to Syria from Lebanon over various accusations including not obtaining return approvals and having former connections with the opposition.",0,1578515227,SYR
6716964,760,SYR73700,73700,"19 December 2019",2019,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Opposition Rebels (Syria)",,2,"Military Forces of Syria (2000-)",,1,12,"Middle East",Syria,Hama,As-Suqaylabiyah,"Madiq Castle","Ar Rasif",35.5181,36.3242,1,SOHR,Other,"On 19 December 2019, opposition rebels shelled regime positions in Ar Rasif in Hama using rocket fire with neither fatalities nor injuries reported.",0,1578515228,SYR
6714149,706,SOM30125,30125,"19 December 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,Banadir,Daynile,,Mogadishu-Daynile,2.0581,45.3003,1,"Undisclosed Source","Local partner-Other","19 December 2019. In Daynile, after Al Shabaab militants hurled a hand grenade against Somali military forces, the military reacted with gunfire. No fatalities were reported.",0,1578512393,SOM
